,Player,Team,FF Pts,SCK,DEFFR,DEFINT,DEFTD,DEFSAF,Week,Season
0,Rams,LAR,34,3,1,3,1,0,17,2018
1,Chiefs,KC,34,3,2,2,1,0,17,2018
2,Patriots,NE,32,4,3,0,1,0,17,2018
3,Chargers,LAC,30,1,3,1,1,0,17,2018
4,Bills,BUF,24,4,2,2,0,0,17,2018
5,Titans,TEN,22,1,1,1,1,0,17,2018
6,Dolphins,MIA,18,1,0,1,1,0,17,2018
7,Seahawks,SEA,18,5,2,0,0,0,17,2018
8,Bengals,CIN,18,1,0,1,1,0,17,2018
9, Broncos,DEN,16,0,2,2,0,0,17,2018
10, Jaguars,JAC,16,6,1,0,0,0,17,2018
11, Cardinals,ARI,16,6,0,1,0,0,17,2018
12, Texans,HOU,14,3,1,1,0,0,17,2018
13, Giants,NYG,12,4,1,0,0,0,17,2018
14, Colts,IND,12,0,1,2,0,0,17,2018
15, Ravens,BAL,12,0,0,3,0,0,17,2018
16, Eagles,PHI,12,4,0,1,0,0,17,2018
17, Lions,DET,10,3,0,1,0,0,17,2018
18, Football Team,WAS,10,3,0,1,0,0,17,2018
19, Cowboys,DAL,10,1,1,1,0,0,17,2018
20, Panthers,CAR,8,2,0,1,0,0,17,2018
21, Steelers,PIT,8,4,0,0,0,0,17,2018
22, Bears,CHI,8,4,0,0,0,0,17,2018
23, Browns,CLE,8,2,1,0,0,0,17,2018
24, Falcons,ATL,6,1,0,1,0,0,17,2018
25, Buccaneers,TB,6,1,0,1,0,0,17,2018
26, Raiders,LVR,4,0,0,1,0,0,17,2018
27, Saints,NO,2,1,0,0,0,0,17,2018
28, Packers,GB,2,1,0,0,0,0,17,2018
29, Jets,NYJ,2,1,0,0,0,0,17,2018
30, Vikings,MIN,0,0,0,0,0,0,17,2018
31, 49ers,SF,0,0,0,0,0,0,17,2018
0,49ers,SF,23,3,1,3,2,0,1,2019
1,Titans,TEN,19,5,0,3,1,1,1,2019
2,Jets,NYJ,15,1,1,2,1,1,1,2019
3,Seahawks,SEA,12,4,3,1,0,0,1,2019
4,Buccaneers,TB,11,1,1,1,1,0,1,2019
5,Vikings,MIN,10,4,1,2,0,0,1,2019
6,Rams,LAR,9,3,2,1,0,0,1,2019
7,Ravens,BAL,9,3,1,2,0,0,1,2019
8,Saints,NO,8,6,0,1,0,0,1,2019
9, Colts,IND,8,4,1,1,0,0,1,2019
10, Lions,DET,7,5,0,1,0,0,1,2019
11, Packers,GB,7,5,0,1,0,0,1,2019
12, Cardinals,ARI,7,3,2,0,0,0,1,2019
13, Bengals,CIN,6,4,1,0,0,0,1,2019
14, Bills,BUF,6,4,1,0,0,0,1,2019
15, Browns,CLE,6,4,1,0,0,0,1,2019
16, Cowboys,DAL,5,1,2,0,0,0,1,2019
17, Bears,CHI,5,5,0,0,0,0,1,2019
18, Chiefs,KC,5,1,1,1,0,0,1,2019
19, Patriots,NE,3,1,0,1,0,0,1,2019
20, Raiders,LVR,3,3,0,0,0,0,1,2019
21, Texans,HOU,3,1,0,1,0,0,1,2019
22, Panthers,CAR,3,1,0,1,0,0,1,2019
23, Chargers,LAC,2,2,0,0,0,0,1,2019
24, Football Team,WAS,1,1,0,0,0,0,1,2019
25, Dolphins,MIA,1,1,0,0,0,0,1,2019
26, Falcons,ATL,1,1,0,0,0,0,1,2019
27, Steelers,PIT,1,1,0,0,0,0,1,2019
28, Eagles,PHI,1,1,0,0,0,0,1,2019
29, Broncos,DEN,0,0,0,0,0,0,1,2019
30, Jaguars,JAC,0,0,0,0,0,0,1,2019
31, Giants,NYG,0,0,0,0,0,0,1,2019
0,Patriots,NE,27,7,0,4,2,0,2,2019
1,Vikings,MIN,10,2,2,2,0,0,2,2019
2,Falcons,ATL,9,3,1,2,0,0,2,2019
3,Packers,GB,9,1,2,2,0,0,2,2019
4,Steelers,PIT,8,4,2,0,0,0,2,2019
5,Eagles,PHI,7,1,0,3,0,0,2,2019
6,Chiefs,KC,7,3,0,2,0,0,2,2019
7,Texans,HOU,6,4,1,0,0,0,2,2019
8,Browns,CLE,6,4,1,0,0,0,2,2019
9, Titans,TEN,6,2,1,1,0,0,2,2019
10, 49ers,SF,6,4,0,1,0,0,2,2019
11, Lions,DET,5,1,1,1,0,0,2,2019
12, Saints,NO,5,3,1,0,0,0,2,2019
13, Panthers,CAR,5,3,0,0,0,1,2,2019
14, Buccaneers,TB,5,3,1,0,0,0,2,2019
15, Jets,NYJ,5,3,0,1,0,0,2,2019
16, Bills,BUF,5,1,0,2,0,0,2,2019
17, Chargers,LAC,4,0,0,2,0,0,2,2019
18, Dolphins,MIA,4,2,1,0,0,0,2,2019
19, Rams,LAR,4,2,0,1,0,0,2,2019
20, Raiders,LVR,4,2,1,0,0,0,2,2019
21, Colts,IND,4,4,0,0,0,0,2,2019
22, Bears,CHI,4,2,0,1,0,0,2,2019
23, Football Team,WAS,3,1,0,1,0,0,2,2019
24, Jaguars,JAC,3,3,0,0,0,0,2,2019
25, Giants,NYG,3,3,0,0,0,0,2,2019
26, Seahawks,SEA,3,1,0,1,0,0,2,2019
27, Ravens,BAL,3,3,0,0,0,0,2,2019
28, Bengals,CIN,2,0,0,1,0,0,2,2019
29, Cardinals,ARI,2,2,0,0,0,0,2,2019
30, Cowboys,DAL,1,1,0,0,0,0,2,2019
31, Broncos,DEN,0,0,0,0,0,0,2,2019
0,Bears,CHI,20,4,2,3,1,0,3,2019
1,Jets,NYJ,17,1,1,1,2,0,3,2019
2,Saints,NO,14,0,1,0,1,0,3,2019
3,Packers,GB,12,6,2,1,0,0,3,2019
4,Panthers,CAR,12,8,0,2,0,0,3,2019
5,Jaguars,JAC,11,9,1,0,0,0,3,2019
6,Steelers,PIT,11,1,3,2,0,0,3,2019
7,Bills,BUF,10,2,2,2,0,0,3,2019
8,Buccaneers,TB,9,5,2,0,0,0,3,2019
9, Browns,CLE,8,2,1,2,0,0,3,2019
10, Patriots,NE,7,5,0,1,0,0,3,2019
11, Lions,DET,7,3,2,0,0,0,3,2019
12, Texans,HOU,7,5,1,0,0,0,3,2019
13, Vikings,MIN,6,4,0,1,0,0,3,2019
14, Giants,NYG,6,4,0,1,0,0,3,2019
15, 49ers,SF,6,2,1,1,0,0,3,2019
16, Football Team,WAS,5,3,0,1,0,0,3,2019
17, Cowboys,DAL,5,3,1,0,0,0,3,2019
18, Rams,LAR,5,3,0,1,0,0,3,2019
19, Bengals,CIN,5,1,1,1,0,0,3,2019
20, Chargers,LAC,4,2,1,0,0,0,3,2019
21, Cardinals,ARI,4,2,1,0,0,0,3,2019
22, Dolphins,MIA,3,1,0,1,0,0,3,2019
23, Chiefs,KC,3,3,0,0,0,0,3,2019
24, Colts,IND,2,0,0,1,0,0,3,2019
25, Seahawks,SEA,2,0,1,0,0,0,3,2019
26, Falcons,ATL,1,1,0,0,0,0,3,2019
27, Ravens,BAL,1,1,0,0,0,0,3,2019
28, Broncos,DEN,0,0,0,0,0,0,3,2019
29, Raiders,LVR,0,0,0,0,0,0,3,2019
30, Eagles,PHI,0,0,0,0,0,0,3,2019
31, Titans,TEN,0,0,0,0,0,0,3,2019
0,Giants,NYG,17,3,0,4,1,0,4,2019
1,Buccaneers,TB,16,2,1,3,1,0,4,2019
2,Chiefs,KC,14,4,2,0,1,0,4,2019
3,Patriots,NE,13,5,0,4,0,0,4,2019
4,Steelers,PIT,12,8,1,1,0,0,4,2019
5,Seahawks,SEA,12,4,0,1,1,0,4,2019
6,Rams,LAR,10,2,0,1,1,0,4,2019
7,Raiders,LVR,10,0,1,1,1,0,4,2019
8,Panthers,CAR,10,6,1,1,0,0,4,2019
9, Bears,CHI,10,6,2,0,0,0,4,2019
10, Browns,CLE,10,4,1,2,0,0,4,2019
11, Texans,HOU,9,3,3,0,0,0,4,2019
12, Football Team,WAS,8,0,2,2,0,0,4,2019
13, Chargers,LAC,7,5,0,1,0,0,4,2019
14, Saints,NO,7,1,2,1,0,0,4,2019
15, Cowboys,DAL,7,5,0,1,0,0,4,2019
16, Titans,TEN,7,5,1,0,0,0,4,2019
17, Lions,DET,6,0,3,0,0,0,4,2019
18, Broncos,DEN,5,5,0,0,0,0,4,2019
19, Eagles,PHI,5,1,1,1,0,0,4,2019
20, Bills,BUF,4,0,1,1,0,0,4,2019
21, Cardinals,ARI,4,4,0,0,0,0,4,2019
22, Colts,IND,3,1,1,0,0,0,4,2019
23, Ravens,BAL,3,1,0,1,0,0,4,2019
24, Jaguars,JAC,2,0,0,1,0,0,4,2019
25, Bengals,CIN,2,0,1,0,0,0,4,2019
26, Dolphins,MIA,1,1,0,0,0,0,4,2019
27, Vikings,MIN,1,1,0,0,0,0,4,2019
28, Falcons,ATL,0,0,0,0,0,0,4,2019
29, Packers,GB,0,0,0,0,0,0,4,2019
0,Eagles,PHI,28,10,1,2,2,0,5,2019
1,Panthers,CAR,14,2,3,0,1,0,5,2019
2,Chargers,LAC,13,3,1,1,0,0,5,2019
3,49ers,SF,12,4,2,2,0,0,5,2019
4,Steelers,PIT,11,5,0,3,0,0,5,2019
5,Texans,HOU,10,2,0,1,1,0,5,2019
6,Patriots,NE,9,5,1,1,0,0,5,2019
7,Packers,GB,9,3,0,3,0,0,5,2019
8,Raiders,LVR,8,4,0,2,0,0,5,2019
9, Vikings,MIN,8,4,0,1,0,1,5,2019
10, Football Team,WAS,6,4,0,1,0,0,5,2019
11, Saints,NO,6,6,0,0,0,0,5,2019
12, Colts,IND,6,4,1,0,0,0,5,2019
13, Titans,TEN,6,4,0,1,0,0,5,2019
14, Giants,NYG,5,3,1,0,0,0,5,2019
15, Ravens,BAL,5,1,1,1,0,0,5,2019
16, Bills,BUF,5,5,0,0,0,0,5,2019
17, Cowboys,DAL,4,2,1,0,0,0,5,2019
18, Broncos,DEN,4,0,0,2,0,0,5,2019
19, Seahawks,SEA,4,0,1,1,0,0,5,2019
20, Bears,CHI,4,0,2,0,0,0,5,2019
21, Rams,LAR,3,1,1,0,0,0,5,2019
22, Jaguars,JAC,3,3,0,0,0,0,5,2019
23, Jets,NYJ,3,1,1,0,0,0,5,2019
24, Falcons,ATL,2,0,1,0,0,0,5,2019
25, Buccaneers,TB,2,0,0,1,0,0,5,2019
26, Browns,CLE,2,2,0,0,0,0,5,2019
27, Chiefs,KC,2,0,0,1,0,0,5,2019
28, Bengals,CIN,1,1,0,0,0,0,5,2019
29, Cardinals,ARI,1,1,0,0,0,0,5,2019
0,Panthers,CAR,21,7,2,5,0,0,6,2019
1,Patriots,NE,15,1,1,3,1,0,6,2019
2,Broncos,DEN,13,7,0,3,0,0,6,2019
3,Giants,NYG,13,3,1,1,1,0,6,2019
4,Steelers,PIT,13,1,1,2,1,0,6,2019
5,Football Team,WAS,9,5,0,2,0,0,6,2019
6,Vikings,MIN,8,2,1,2,0,0,6,2019
7,Seahawks,SEA,8,0,1,3,0,0,6,2019
8,Lions,DET,7,1,2,1,0,0,6,2019
9, Chiefs,KC,7,1,1,2,0,0,6,2019
10, Rams,LAR,6,2,1,1,0,0,6,2019
11, Ravens,BAL,6,2,1,1,0,0,6,2019
12, 49ers,SF,6,4,1,0,0,0,6,2019
13, Texans,HOU,5,1,1,1,0,0,6,2019
14, Eagles,PHI,5,1,1,1,0,0,6,2019
15, Browns,CLE,5,3,1,0,0,0,6,2019
16, Saints,NO,4,2,0,1,0,0,6,2019
17, Cowboys,DAL,4,2,0,1,0,0,6,2019
18, Buccaneers,TB,4,2,1,0,0,0,6,2019
19, Jaguars,JAC,3,3,0,0,0,0,6,2019
20, Packers,GB,3,3,0,0,0,0,6,2019
21, Bengals,CIN,3,1,1,0,0,0,6,2019
22, Titans,TEN,3,1,0,1,0,0,6,2019
23, Chargers,LAC,2,0,0,1,0,0,6,2019
24, Cardinals,ARI,2,2,0,0,0,0,6,2019
25, Falcons,ATL,1,1,0,0,0,0,6,2019
26, Jets,NYJ,1,1,0,0,0,0,6,2019
27, Dolphins,MIA,0,0,0,0,0,0,6,2019
0,Rams,LAR,17,5,2,1,1,0,7,2019
1,Ravens,BAL,17,1,1,1,2,0,7,2019
2,Chiefs,KC,17,9,1,0,1,0,7,2019
3,Jaguars,JAC,16,2,1,3,1,0,7,2019
4,Patriots,NE,15,1,2,4,0,1,7,2019
5,Cardinals,ARI,14,8,2,1,0,0,7,2019
6,Cowboys,DAL,11,3,3,1,0,0,7,2019
7,Colts,IND,11,3,1,2,0,1,7,2019
8,Saints,NO,8,2,2,0,0,1,7,2019
9, Bills,BUF,5,1,1,1,0,0,7,2019
10, Eagles,PHI,5,3,0,1,0,0,7,2019
11, 49ers,SF,5,3,1,0,0,0,7,2019
12, Chargers,LAC,4,2,0,1,0,0,7,2019
13, Football Team,WAS,4,2,0,1,0,0,7,2019
14, Vikings,MIN,4,2,0,1,0,0,7,2019
15, Bengals,CIN,4,2,1,0,0,0,7,2019
16, Texans,HOU,3,1,1,0,0,0,7,2019
17, Titans,TEN,3,1,1,0,0,0,7,2019
18, Dolphins,MIA,2,2,0,0,0,0,7,2019
19, Packers,GB,2,0,0,1,0,0,7,2019
20, Giants,NYG,2,2,0,0,0,0,7,2019
21, Jets,NYJ,2,0,0,1,0,0,7,2019
22, Broncos,DEN,1,1,0,0,0,0,7,2019
23, Raiders,LVR,1,1,0,0,0,0,7,2019
24, Seahawks,SEA,1,1,0,0,0,0,7,2019
25, Bears,CHI,1,1,0,0,0,0,7,2019
26, Lions,DET,0,0,0,0,0,0,7,2019
27, Falcons,ATL,0,0,0,0,0,0,7,2019
0,Patriots,NE,17,5,2,1,1,0,8,2019
1,49ers,SF,15,7,1,3,0,0,8,2019
2,Jaguars,JAC,14,8,0,3,0,0,8,2019
3,Steelers,PIT,12,4,2,2,0,0,8,2019
4,Lions,DET,11,3,1,0,1,0,8,2019
5,Titans,TEN,11,3,2,2,0,0,8,2019
6,Vikings,MIN,8,4,1,1,0,0,8,2019
7,Giants,NYG,8,4,1,1,0,0,8,2019
8,Seahawks,SEA,8,2,2,1,0,0,8,2019
9, Chargers,LAC,7,3,1,1,0,0,8,2019
10, Panthers,CAR,7,3,0,1,0,1,8,2019
11, Broncos,DEN,6,4,1,0,0,0,8,2019
12, Eagles,PHI,6,4,1,0,0,0,8,2019
13, Football Team,WAS,5,3,1,0,0,0,8,2019
14, Rams,LAR,5,5,0,0,0,0,8,2019
15, Buccaneers,TB,5,3,1,0,0,0,8,2019
16, Bills,BUF,5,3,1,0,0,0,8,2019
17, Bears,CHI,5,1,1,1,0,0,8,2019
18, Chiefs,KC,5,5,0,0,0,0,8,2019
19, Dolphins,MIA,4,2,0,1,0,0,8,2019
20, Packers,GB,4,2,1,0,0,0,8,2019
21, Jets,NYJ,4,2,1,0,0,0,8,2019
22, Saints,NO,3,3,0,0,0,0,8,2019
23, Raiders,LVR,3,3,0,0,0,0,8,2019
24, Colts,IND,3,3,0,0,0,0,8,2019
25, Browns,CLE,3,3,0,0,0,0,8,2019
26, Falcons,ATL,2,2,0,0,0,0,8,2019
27, Cardinals,ARI,2,0,0,1,0,0,8,2019
28, Texans,HOU,0,0,0,0,0,0,8,2019
29, Bengals,CIN,0,0,0,0,0,0,8,2019
0,Cowboys,DAL,17,5,2,1,1,0,9,2019
1,Steelers,PIT,17,5,2,1,1,0,9,2019
2,Texans,HOU,12,4,2,2,0,0,9,2019
3,Ravens,BAL,12,2,1,1,1,0,9,2019
4,Panthers,CAR,10,4,1,2,0,0,9,2019
5,Dolphins,MIA,9,3,1,1,0,1,9,2019
6,Vikings,MIN,7,5,1,0,0,0,9,2019
7,Colts,IND,7,1,1,1,0,1,9,2019
8,Titans,TEN,7,3,1,1,0,0,9,2019
9, Raiders,LVR,6,2,1,1,0,0,9,2019
10, Jets,NYJ,6,4,0,0,0,1,9,2019
11, Patriots,NE,5,1,2,0,0,0,9,2019
12, Buccaneers,TB,5,3,1,0,0,0,9,2019
13, Eagles,PHI,5,3,1,0,0,0,9,2019
14, Browns,CLE,5,3,1,0,0,0,9,2019
15, Giants,NYG,4,0,1,1,0,0,9,2019
16, Seahawks,SEA,4,2,1,0,0,0,9,2019
17, Bills,BUF,4,4,0,0,0,0,9,2019
18, Bears,CHI,4,4,0,0,0,0,9,2019
19, Chargers,LAC,3,3,0,0,0,0,9,2019
20, Jaguars,JAC,3,1,1,0,0,0,9,2019
21, Chiefs,KC,3,1,1,0,0,0,9,2019
22, 49ers,SF,3,3,0,0,0,0,9,2019
23, Football Team,WAS,2,2,0,0,0,0,9,2019
24, Broncos,DEN,2,2,0,0,0,0,9,2019
25, Packers,GB,2,2,0,0,0,0,9,2019
26, Lions,DET,1,1,0,0,0,0,9,2019
27, Cardinals,ARI,1,1,0,0,0,0,9,2019
0,Ravens,BAL,20,2,2,1,2,0,10,2019
1,49ers,SF,19,5,3,1,1,0,10,2019
2,Steelers,PIT,18,4,1,3,1,0,10,2019
3,Jets,NYJ,18,6,2,1,1,0,10,2019
4,Raiders,LVR,17,5,0,3,1,0,10,2019
5,Seahawks,SEA,17,5,2,1,1,0,10,2019
6,Rams,LAR,15,3,2,0,1,1,10,2019
7,Cardinals,ARI,10,4,1,2,0,0,10,2019
8,Titans,TEN,10,2,1,0,1,0,10,2019
9, Dolphins,MIA,7,1,0,3,0,0,10,2019
10, Packers,GB,7,3,1,1,0,0,10,2019
11, Colts,IND,7,3,1,1,0,0,10,2019
12, Falcons,ATL,6,6,0,0,0,0,10,2019
13, Buccaneers,TB,6,2,1,1,0,0,10,2019
14, Chiefs,KC,6,4,1,0,0,0,10,2019
15, Lions,DET,5,5,0,0,0,0,10,2019
16, Bills,BUF,4,2,0,0,0,1,10,2019
17, Bears,CHI,4,2,0,1,0,0,10,2019
18, Chargers,LAC,3,3,0,0,0,0,10,2019
19, Saints,NO,3,1,0,1,0,0,10,2019
20, Vikings,MIN,3,1,0,1,0,0,10,2019
21, Bengals,CIN,3,1,0,1,0,0,10,2019
22, Browns,CLE,3,1,1,0,0,0,10,2019
23, Panthers,CAR,2,2,0,0,0,0,10,2019
24, Giants,NYG,2,2,0,0,0,0,10,2019
25, Cowboys,DAL,1,1,0,0,0,0,10,2019
0,Falcons,ATL,19,5,0,4,0,0,11,2019
1,Saints,NO,16,2,0,4,1,0,11,2019
2,49ers,SF,14,4,2,0,1,0,11,2019
3,Browns,CLE,12,4,0,4,0,0,11,2019
4,Ravens,BAL,11,7,1,1,0,0,11,2019
5,Jets,NYJ,10,6,1,1,0,0,11,2019
6,Chiefs,KC,10,2,0,4,0,0,11,2019
7,Broncos,DEN,9,5,2,0,0,0,11,2019
8,Raiders,LVR,9,5,1,1,0,0,11,2019
9, Bills,BUF,9,7,1,0,0,0,11,2019
10, Patriots,NE,7,5,1,0,0,0,11,2019
11, Jaguars,JAC,7,3,1,1,0,0,11,2019
12, Bengals,CIN,7,3,1,1,0,0,11,2019
13, Football Team,WAS,6,2,1,1,0,0,11,2019
14, Cardinals,ARI,6,2,0,2,0,0,11,2019
15, Rams,LAR,5,3,0,1,0,0,11,2019
16, Vikings,MIN,4,2,0,1,0,0,11,2019
17, Colts,IND,4,2,0,1,0,0,11,2019
18, Bears,CHI,4,0,1,1,0,0,11,2019
19, Lions,DET,3,1,1,0,0,0,11,2019
20, Chargers,LAC,3,1,0,1,0,0,11,2019
21, Cowboys,DAL,3,3,0,0,0,0,11,2019
22, Panthers,CAR,3,3,0,0,0,0,11,2019
23, Texans,HOU,1,1,0,0,0,0,11,2019
24, Steelers,PIT,1,1,0,0,0,0,11,2019
25, Buccaneers,TB,1,1,0,0,0,0,11,2019
26, Eagles,PHI,1,1,0,0,0,0,11,2019
27, Dolphins,MIA,0,0,0,0,0,0,11,2019
0,Buccaneers,TB,16,6,1,1,1,0,12,2019
1,Football Team,WAS,14,6,1,3,0,0,12,2019
2,Seahawks,SEA,13,3,3,2,0,0,12,2019
3,Jets,NYJ,11,1,1,1,1,0,12,2019
4,Eagles,PHI,10,6,1,1,0,0,12,2019
5,Steelers,PIT,8,4,2,0,0,0,12,2019
6,Browns,CLE,8,4,0,2,0,0,12,2019
7,Lions,DET,7,3,1,1,0,0,12,2019
8,49ers,SF,7,5,1,0,0,0,12,2019
9, Saints,NO,6,4,1,0,0,0,12,2019
10, Panthers,CAR,6,2,1,1,0,0,12,2019
11, Giants,NYG,6,2,0,2,0,0,12,2019
12, Ravens,BAL,6,2,0,2,0,0,12,2019
13, Bills,BUF,6,4,0,1,0,0,12,2019
14, Jaguars,JAC,5,1,2,0,0,0,12,2019
15, Bengals,CIN,5,3,0,1,0,0,12,2019
16, Titans,TEN,5,3,1,0,0,0,12,2019
17, Falcons,ATL,4,0,0,2,0,0,12,2019
18, Dolphins,MIA,3,1,0,1,0,0,12,2019
19, Broncos,DEN,3,1,0,1,0,0,12,2019
20, Rams,LAR,3,3,0,0,0,0,12,2019
21, Raiders,LVR,3,1,1,0,0,0,12,2019
22, Packers,GB,3,3,0,0,0,0,12,2019
23, Colts,IND,3,1,0,1,0,0,12,2019
24, Bears,CHI,3,1,1,0,0,0,12,2019
25, Patriots,NE,2,0,0,1,0,0,12,2019
26, Cowboys,DAL,2,2,0,0,0,0,12,2019
27, Texans,HOU,1,1,0,0,0,0,12,2019
0,Buccaneers,TB,19,5,2,2,1,0,13,2019
1,Saints,NO,15,9,1,2,0,0,13,2019
2,Rams,LAR,14,6,0,1,1,0,13,2019
3,Chiefs,KC,14,2,1,2,1,0,13,2019
4,Vikings,MIN,12,2,1,1,1,0,13,2019
5,Football Team,WAS,11,7,1,1,0,0,13,2019
6,Colts,IND,10,6,2,0,0,0,13,2019
7,Steelers,PIT,9,5,1,1,0,0,13,2019
8,Titans,TEN,9,3,1,2,0,0,13,2019
9, Bills,BUF,8,4,1,1,0,0,13,2019
10, Broncos,DEN,7,3,1,1,0,0,13,2019
11, Jaguars,JAC,6,4,1,0,0,0,13,2019
12, Packers,GB,6,0,0,3,0,0,13,2019
13, Seahawks,SEA,6,0,2,1,0,0,13,2019
14, Bengals,CIN,6,4,0,0,0,1,13,2019
15, Texans,HOU,5,3,0,1,0,0,13,2019
16, Panthers,CAR,5,5,0,0,0,0,13,2019
17, Eagles,PHI,5,3,0,1,0,0,13,2019
18, Cowboys,DAL,4,4,0,0,0,0,13,2019
19, Dolphins,MIA,4,2,0,1,0,0,13,2019
20, Ravens,BAL,4,2,1,0,0,0,13,2019
21, Bears,CHI,4,2,0,1,0,0,13,2019
22, Patriots,NE,3,3,0,0,0,0,13,2019
23, Lions,DET,3,1,0,1,0,0,13,2019
24, Browns,CLE,3,1,0,1,0,0,13,2019
25, 49ers,SF,3,1,1,0,0,0,13,2019
26, Chargers,LAC,2,0,0,1,0,0,13,2019
27, Falcons,ATL,2,0,1,0,0,0,13,2019
28, Raiders,LVR,1,1,0,0,0,0,13,2019
29, Jets,NYJ,1,1,0,0,0,0,13,2019
30, Cardinals,ARI,1,1,0,0,0,0,13,2019
31, Giants,NYG,0,0,0,0,0,0,13,2019
0,Steelers,PIT,16,4,0,3,0,0,14,2019
1,Broncos,DEN,15,3,1,2,1,0,14,2019
2,Colts,IND,15,1,1,3,1,0,14,2019
3,Falcons,ATL,13,5,2,2,0,0,14,2019
4,Seahawks,SEA,10,0,0,2,1,0,14,2019
5,Browns,CLE,10,2,0,1,1,0,14,2019
6,Titans,TEN,10,2,1,0,1,0,14,2019
7,Vikings,MIN,9,5,0,2,0,0,14,2019
8,Ravens,BAL,8,6,1,0,0,0,14,2019
9, Rams,LAR,7,5,0,1,0,0,14,2019
10, Bengals,CIN,7,1,1,2,0,0,14,2019
11, Cardinals,ARI,7,3,2,0,0,0,14,2019
12, Football Team,WAS,6,4,1,0,0,0,14,2019
13, Cowboys,DAL,6,2,1,1,0,0,14,2019
14, Packers,GB,6,4,0,1,0,0,14,2019
15, Patriots,NE,5,1,1,1,0,0,14,2019
16, Saints,NO,5,3,0,1,0,0,14,2019
17, Giants,NYG,5,3,1,0,0,0,14,2019
18, Chiefs,KC,5,3,0,1,0,0,14,2019
19, Jets,NYJ,4,2,0,1,0,0,14,2019
20, Dolphins,MIA,3,1,0,1,0,0,14,2019
21, Texans,HOU,3,1,0,1,0,0,14,2019
22, Buccaneers,TB,3,1,1,0,0,0,14,2019
23, Bills,BUF,3,1,0,1,0,0,14,2019
24, Chargers,LAC,2,2,0,0,0,0,14,2019
25, Raiders,LVR,2,0,0,1,0,0,14,2019
26, Bears,CHI,2,2,0,0,0,0,14,2019
27, Eagles,PHI,2,2,0,0,0,0,14,2019
28, 49ers,SF,2,0,1,0,0,0,14,2019
29, Lions,DET,1,1,0,0,0,0,14,2019
30, Jaguars,JAC,1,1,0,0,0,0,14,2019
31, Panthers,CAR,1,1,0,0,0,0,14,2019
0,Vikings,MIN,23,3,4,3,1,0,15,2019
1,Patriots,NE,16,0,1,4,1,0,15,2019
2,Buccaneers,TB,14,2,1,2,1,0,15,2019
3,Bills,BUF,14,4,1,4,0,0,15,2019
4,Falcons,ATL,11,1,2,0,1,0,15,2019
5,Packers,GB,9,3,1,2,0,0,15,2019
6,Eagles,PHI,9,1,1,0,1,0,15,2019
7,Dolphins,MIA,7,1,0,3,0,0,15,2019
8,Giants,NYG,7,3,1,0,0,1,15,2019
9, Seahawks,SEA,7,1,0,3,0,0,15,2019
10, Broncos,DEN,5,3,0,1,0,0,15,2019
11, Steelers,PIT,5,1,1,1,0,0,15,2019
12, Ravens,BAL,5,1,1,1,0,0,15,2019
13, Cardinals,ARI,5,1,1,1,0,0,15,2019
14, Titans,TEN,5,1,0,2,0,0,15,2019
15, Lions,DET,4,2,0,1,0,0,15,2019
16, Football Team,WAS,4,2,1,0,0,0,15,2019
17, Cowboys,DAL,4,2,0,1,0,0,15,2019
