,Player,Team,FF Pts,SCK,DEFFR,DEFINT,DEFTD,DEFSAF,Week,Season
24, Rams,LAR,3,1,0,1,0,0,17,2015
25, Ravens,BAL,3,3,0,0,0,0,17,2015
26, Titans,TEN,3,1,0,1,0,0,17,2015
27, Dolphins,MIA,2,2,0,0,0,0,17,2015
28, Falcons,ATL,2,0,1,0,0,0,17,2015
29, Patriots,NE,1,1,0,0,0,0,17,2015
30, Cardinals,ARI,1,1,0,0,0,0,17,2015
31, 49ers,SF,0,0,0,0,0,0,17,2015
0,Vikings,MIN,40,2,2,1,2,0,1,2016
1,Jets,NYJ,18,7,0,1,0,0,1,2016
2,Panthers,CAR,16,2,1,2,0,0,1,2016
3,Dolphins,MIA,14,3,1,1,0,0,1,2016
4,Texans,HOU,14,5,0,1,0,0,1,2016
5,Eagles,PHI,14,3,0,1,0,1,1,2016
6,Bills,BUF,12,4,1,0,0,0,1,2016
7,Cardinals,ARI,12,2,2,0,0,0,1,2016
8,49ers,SF,12,2,0,2,0,0,1,2016
9, Chargers,LAC,10,3,0,1,0,0,1,2016
10, Broncos,DEN,10,3,0,1,0,0,1,2016
11, Packers,GB,10,3,0,1,0,0,1,2016
12, Seahawks,SEA,10,5,0,0,0,0,1,2016
13, Lions,DET,8,2,0,0,0,1,1,2016
14, Cowboys,DAL,8,2,0,1,0,0,1,2016
15, Steelers,PIT,8,0,0,2,0,0,1,2016
16, Bears,CHI,8,2,0,1,0,0,1,2016
17, Patriots,NE,6,3,0,0,0,0,1,2016
18, Football Team,WAS,6,1,0,1,0,0,1,2016
19, Raiders,LVR,6,1,1,0,0,0,1,2016
20, Buccaneers,TB,6,3,0,0,0,0,1,2016
21, Bengals,CIN,6,1,0,1,0,0,1,2016
22, Rams,LAR,4,0,1,0,0,0,1,2016
23, Falcons,ATL,4,0,0,1,0,0,1,2016
24, Ravens,BAL,4,2,0,0,0,0,1,2016
25, Browns,CLE,4,2,0,0,0,0,1,2016
26, Jaguars,JAC,2,1,0,0,0,0,1,2016
27, Colts,IND,2,1,0,0,0,0,1,2016
28, Chiefs,KC,2,1,0,0,0,0,1,2016
29, Saints,NO,0,0,0,0,0,0,1,2016
30, Giants,NYG,0,0,0,0,0,0,1,2016
31, Titans,TEN,0,0,0,0,0,0,1,2016
0,Broncos,DEN,42,5,1,1,2,0,2,2016
1,Cardinals,ARI,36,2,1,4,1,0,2,2016
2,Panthers,CAR,28,2,1,2,1,0,2,2016
3,Vikings,MIN,22,5,2,1,0,0,2,2016
4,Texans,HOU,20,4,3,0,0,0,2,2016
5,Bills,BUF,18,1,1,0,1,0,2,2016
6,Eagles,PHI,18,3,2,1,0,0,2,2016
7,49ers,SF,18,1,3,1,0,0,2,2016
8,Patriots,NE,16,0,2,2,0,0,2,2016
9, Chargers,LAC,16,2,1,2,0,0,2,2016
10, Saints,NO,16,2,3,0,0,0,2,2016
11, Lions,DET,14,3,0,1,0,1,2,2016
12, Ravens,BAL,14,3,0,2,0,0,2,2016
13, Football Team,WAS,12,4,1,0,0,0,2,2016
14, Packers,GB,12,4,1,0,0,0,2,2016
15, Titans,TEN,12,4,0,1,0,0,2,2016
16, Chiefs,KC,12,2,0,2,0,0,2,2016
17, Jaguars,JAC,10,3,1,0,0,0,2,2016
18, Steelers,PIT,10,1,2,0,0,0,2,2016
19, Bengals,CIN,10,1,0,2,0,0,2,2016
20, Bears,CHI,10,2,0,0,0,0,2,2016
21, Cowboys,DAL,8,2,0,1,0,0,2,2016
22, Dolphins,MIA,8,2,1,0,0,0,2,2016
23, Rams,LAR,8,2,1,0,0,0,2,2016
24, Browns,CLE,8,0,0,2,0,0,2,2016
25, Raiders,LVR,6,1,0,1,0,0,2,2016
26, Colts,IND,6,1,0,1,0,0,2,2016
27, Seahawks,SEA,6,3,0,0,0,0,2,2016
28, Giants,NYG,4,2,0,0,0,0,2,2016
29, Jets,NYJ,4,0,0,1,0,0,2,2016
30, Falcons,ATL,2,1,0,0,0,0,2,2016
31, Buccaneers,TB,2,1,0,0,0,0,2,2016
0,Chiefs,KC,56,0,2,6,2,0,3,2016
1,Bills,BUF,42,5,1,4,1,0,3,2016
2,Vikings,MIN,38,8,0,3,0,1,3,2016
3,Browns,CLE,26,1,1,2,1,0,3,2016
4,Chargers,LAC,24,2,1,1,1,0,3,2016
5,Rams,LAR,24,2,1,1,1,0,3,2016
6,Falcons,ATL,24,2,1,1,1,0,3,2016
7,Buccaneers,TB,22,1,1,1,1,0,3,2016
8,Ravens,BAL,20,4,0,3,0,0,3,2016
9, Patriots,NE,16,2,2,1,0,0,3,2016
10, Football Team,WAS,16,2,1,2,0,0,3,2016
11, Broncos,DEN,16,4,1,1,0,0,3,2016
12, Jaguars,JAC,16,2,1,2,0,0,3,2016
13, Colts,IND,16,2,3,0,0,0,3,2016
14, Cardinals,ARI,16,4,0,1,0,1,3,2016
15, Eagles,PHI,16,4,1,1,0,0,3,2016
16, Raiders,LVR,14,1,1,2,0,0,3,2016
17, Dolphins,MIA,12,4,1,0,0,0,3,2016
18, 49ers,SF,12,2,1,1,0,0,3,2016
19, Packers,GB,10,3,0,1,0,0,3,2016
20, Cowboys,DAL,8,0,2,0,0,0,3,2016
21, Giants,NYG,8,2,1,0,0,0,3,2016
22, Bengals,CIN,8,2,1,0,0,0,3,2016
23, Titans,TEN,6,1,0,1,0,0,3,2016
24, Lions,DET,4,2,0,0,0,0,3,2016
25, Saints,NO,4,2,0,0,0,0,3,2016
26, Panthers,CAR,4,2,0,0,0,0,3,2016
27, Seahawks,SEA,4,0,0,1,0,0,3,2016
28, Jets,NYJ,4,2,0,0,0,0,3,2016
29, Bears,CHI,4,0,1,0,0,0,3,2016
30, Texans,HOU,2,1,0,0,0,0,3,2016
31, Steelers,PIT,0,0,0,0,0,0,3,2016
0,Rams,LAR,26,3,2,3,0,0,4,2016
1,Broncos,DEN,22,5,1,2,0,0,4,2016
2,Falcons,ATL,22,1,0,2,1,0,4,2016
3,Panthers,CAR,22,3,0,1,1,0,4,2016
4,Seahawks,SEA,20,4,0,3,0,0,4,2016
5,Saints,NO,18,3,2,1,0,0,4,2016
6,Bengals,CIN,18,5,1,1,0,0,4,2016
7,Jaguars,JAC,16,6,0,1,0,0,4,2016
8,Steelers,PIT,16,4,1,1,0,0,4,2016
9, Football Team,WAS,14,1,2,1,0,0,4,2016
10, Chargers,LAC,12,2,0,2,0,0,4,2016
11, Texans,HOU,12,1,0,1,0,0,4,2016
12, Bears,CHI,12,2,0,2,0,0,4,2016
13, Lions,DET,10,2,0,0,0,0,4,2016
14, Bills,BUF,10,3,1,0,0,0,4,2016
15, Browns,CLE,10,3,0,1,0,0,4,2016
16, Titans,TEN,10,1,0,2,0,0,4,2016
17, Raiders,LVR,8,2,1,0,0,0,4,2016
18, Vikings,MIN,8,0,1,1,0,0,4,2016
19, Buccaneers,TB,8,4,0,0,0,0,4,2016
20, Cardinals,ARI,8,2,1,0,0,0,4,2016
21, Cowboys,DAL,6,1,0,1,0,0,4,2016
22, Colts,IND,6,3,0,0,0,0,4,2016
23, Patriots,NE,4,2,0,0,0,0,4,2016
24, Jets,NYJ,4,2,0,0,0,0,4,2016
25, Ravens,BAL,4,0,1,0,0,0,4,2016
26, Chiefs,KC,4,2,0,0,0,0,4,2016
27, 49ers,SF,4,2,0,0,0,0,4,2016
28, Dolphins,MIA,2,1,0,0,0,0,4,2016
29, Giants,NYG,0,0,0,0,0,0,4,2016
0,Bills,BUF,32,4,1,2,1,0,5,2016
1,Cardinals,ARI,30,7,1,2,0,1,5,2016
2,Raiders,LVR,20,2,2,2,0,0,5,2016
3,Titans,TEN,20,6,0,2,0,0,5,2016
4,Vikings,MIN,18,4,0,1,0,0,5,2016
5,Falcons,ATL,16,6,0,1,0,0,5,2016
6,Buccaneers,TB,16,0,2,2,0,0,5,2016
7,Lions,DET,14,3,1,1,0,0,5,2016
8,Patriots,NE,12,2,0,1,0,1,5,2016
9, Football Team,WAS,12,3,0,0,0,0,5,2016
10, Packers,GB,12,4,1,0,0,0,5,2016
11, Chargers,LAC,10,3,0,1,0,0,5,2016
12, Ravens,BAL,10,1,1,1,0,0,5,2016
13, Bears,CHI,10,5,0,0,0,0,5,2016
14, Eagles,PHI,10,3,1,0,0,0,5,2016
15, Cowboys,DAL,8,4,0,0,0,0,5,2016
16, Broncos,DEN,8,2,1,0,0,0,5,2016
17, Giants,NYG,8,0,0,2,0,0,5,2016
18, Dolphins,MIA,6,0,0,0,0,0,5,2016
19, Steelers,PIT,6,3,0,0,0,0,5,2016
20, Jets,NYJ,6,1,1,0,0,0,5,2016
21, Bengals,CIN,6,1,1,0,0,0,5,2016
22, Rams,LAR,4,2,0,0,0,0,5,2016
23, Texans,HOU,4,2,0,0,0,0,5,2016
24, Panthers,CAR,4,2,0,0,0,0,5,2016
25, Colts,IND,4,0,1,0,0,0,5,2016
26, Browns,CLE,2,1,0,0,0,0,5,2016
27, 49ers,SF,2,1,0,0,0,0,5,2016
0,Eagles,PHI,22,0,0,1,1,0,6,2016
1,Cowboys,DAL,18,1,3,1,0,0,6,2016
2,Chargers,LAC,16,2,2,0,0,1,6,2016
3,Seahawks,SEA,16,4,1,1,0,0,6,2016
4,Ravens,BAL,14,1,1,2,0,0,6,2016
5,49ers,SF,14,3,2,0,0,0,6,2016
6,Saints,NO,12,2,1,1,0,0,6,2016
7,Dolphins,MIA,12,2,0,2,0,0,6,2016
8,Broncos,DEN,12,2,2,0,0,0,6,2016
9, Bears,CHI,12,2,1,1,0,0,6,2016
10, Titans,TEN,12,6,0,0,0,0,6,2016
11, Chiefs,KC,12,2,1,1,0,0,6,2016
12, Football Team,WAS,10,5,0,0,0,0,6,2016
13, Texans,HOU,10,3,0,1,0,0,6,2016
14, Packers,GB,10,1,1,1,0,0,6,2016
15, Bills,BUF,10,3,1,0,0,0,6,2016
16, Cardinals,ARI,10,1,0,2,0,0,6,2016
17, Patriots,NE,8,2,0,0,0,1,6,2016
18, Browns,CLE,8,2,0,1,0,0,6,2016
19, Lions,DET,6,1,0,1,0,0,6,2016
20, Panthers,CAR,6,1,0,1,0,0,6,2016
21, Colts,IND,6,1,0,1,0,0,6,2016
22, Bengals,CIN,6,3,0,0,0,0,6,2016
23, Giants,NYG,4,2,0,0,0,0,6,2016
24, Rams,LAR,2,1,0,0,0,0,6,2016
25, Raiders,LVR,2,1,0,0,0,0,6,2016
26, Falcons,ATL,2,1,0,0,0,0,6,2016
27, Jaguars,JAC,2,1,0,0,0,0,6,2016
28, Steelers,PIT,0,0,0,0,0,0,6,2016
29, Jets,NYJ,0,0,0,0,0,0,6,2016
0,Giants,NYG,34,3,0,4,1,0,7,2016
1,Eagles,PHI,34,6,3,1,0,0,7,2016
2,Ravens,BAL,30,5,2,0,1,0,7,2016
3,Falcons,ATL,28,4,1,1,1,0,7,2016
4,Colts,IND,22,3,1,0,1,0,7,2016
5,Chiefs,KC,22,1,1,1,1,0,7,2016
6,Buccaneers,TB,20,4,2,1,0,0,7,2016
7,Bears,CHI,20,2,1,0,1,0,7,2016
8,Vikings,MIN,16,0,2,2,0,0,7,2016
9, Jets,NYJ,16,2,1,2,0,0,7,2016
10, Raiders,LVR,14,1,1,2,0,0,7,2016
11, Lions,DET,12,2,2,0,0,0,7,2016
12, Bengals,CIN,12,2,0,2,0,0,7,2016
13, Chargers,LAC,10,3,0,1,0,0,7,2016
14, Packers,GB,10,1,0,2,0,0,7,2016
15, Browns,CLE,10,3,1,0,0,0,7,2016
16, Dolphins,MIA,8,4,0,0,0,0,7,2016
17, Broncos,DEN,8,0,2,0,0,0,7,2016
18, Steelers,PIT,8,0,2,0,0,0,7,2016
19, Seahawks,SEA,8,4,0,0,0,0,7,2016
20, 49ers,SF,8,2,0,1,0,0,7,2016
21, Football Team,WAS,6,3,0,0,0,0,7,2016
22, Patriots,NE,4,0,0,1,0,0,7,2016
23, Rams,LAR,4,0,1,0,0,0,7,2016
24, Titans,TEN,4,2,0,0,0,0,7,2016
25, Bills,BUF,2,1,0,0,0,0,7,2016
26, Cardinals,ARI,2,1,0,0,0,0,7,2016
27, Saints,NO,0,0,0,0,0,0,7,2016
28, Texans,HOU,0,0,0,0,0,0,7,2016
29, Jaguars,JAC,0,0,0,0,0,0,7,2016
0,Panthers,CAR,36,8,1,1,1,0,8,2016
1,Broncos,DEN,32,4,0,3,1,0,8,2016
2,Chargers,LAC,26,1,2,1,1,0,8,2016
3,Seahawks,SEA,20,2,1,0,1,0,8,2016
4,Chiefs,KC,20,6,1,1,0,0,8,2016
5,Football Team,WAS,14,3,1,1,0,0,8,2016
6,Lions,DET,10,3,0,1,0,0,8,2016
7,Cowboys,DAL,10,3,1,0,0,0,8,2016
8,Jets,NYJ,10,1,0,2,0,0,8,2016
9, Bills,BUF,10,5,0,0,0,0,8,2016
10, Bears,CHI,10,5,0,0,0,0,8,2016
11, Buccaneers,TB,8,2,1,0,0,0,8,2016
12, Eagles,PHI,8,2,0,1,0,0,8,2016
13, Titans,TEN,8,2,1,0,0,0,8,2016
14, Saints,NO,6,1,0,1,0,0,8,2016
15, Falcons,ATL,6,3,0,0,0,0,8,2016
16, Colts,IND,6,3,0,0,0,0,8,2016
17, Bengals,CIN,6,1,0,1,0,0,8,2016
18, Patriots,NE,4,2,0,0,0,0,8,2016
19, Raiders,LVR,4,2,0,0,0,0,8,2016
20, Packers,GB,4,2,0,0,0,0,8,2016
21, Cardinals,ARI,4,0,1,0,0,0,8,2016
22, Browns,CLE,4,2,0,0,0,0,8,2016
23, Texans,HOU,2,1,0,0,0,0,8,2016
24, Vikings,MIN,2,1,0,0,0,0,8,2016
25, Jaguars,JAC,0,0,0,0,0,0,8,2016
0,Chargers,LAC,36,0,1,2,2,0,9,2016
1,Dolphins,MIA,20,3,0,2,0,0,9,2016
2,Chiefs,KC,20,2,3,1,0,0,9,2016
3,Saints,NO,18,1,3,1,0,0,9,2016
4,Colts,IND,16,3,0,1,0,0,9,2016
5,Seahawks,SEA,14,5,0,1,0,0,9,2016
6,Raiders,LVR,12,2,1,1,0,0,9,2016
7,Falcons,ATL,12,2,2,0,0,0,9,2016
8,Packers,GB,12,2,0,2,0,0,9,2016
9, Panthers,CAR,12,4,0,1,0,0,9,2016
10, Giants,NYG,12,2,0,2,0,0,9,2016
11, Rams,LAR,10,5,0,0,0,0,9,2016
12, Steelers,PIT,10,3,0,1,0,0,9,2016
13, Eagles,PHI,10,1,0,2,0,0,9,2016
14, Cowboys,DAL,8,4,0,0,0,0,9,2016
15, Buccaneers,TB,8,2,1,0,0,0,9,2016
16, Ravens,BAL,8,2,0,1,0,0,9,2016
17, Bills,BUF,8,4,0,0,0,0,9,2016
18, Vikings,MIN,6,1,0,1,0,0,9,2016
19, Lions,DET,4,2,0,0,0,0,9,2016
20, Broncos,DEN,4,2,0,0,0,0,9,2016
21, Jaguars,JAC,4,2,0,0,0,0,9,2016
22, Jets,NYJ,2,1,0,0,0,0,9,2016
23, Titans,TEN,2,1,0,0,0,0,9,2016
24, 49ers,SF,2,1,0,0,0,0,9,2016
25, Browns,CLE,0,0,0,0,0,0,9,2016
0,Buccaneers,TB,40,4,2,2,1,1,10,2016
1,Dolphins,MIA,34,3,0,4,1,0,10,2016
2,Texans,HOU,24,2,1,1,1,0,10,2016
3,Chiefs,KC,24,2,1,1,1,0,10,2016
4,Titans,TEN,22,5,1,2,0,0,10,2016
5,Saints,NO,20,6,0,2,0,0,10,2016
6,Ravens,BAL,20,4,1,2,0,0,10,2016
7,49ers,SF,20,2,2,2,0,0,10,2016
8,Broncos,DEN,18,1,2,2,0,0,10,2016
9, Seahawks,SEA,12,2,1,1,0,0,10,2016
10, Bears,CHI,12,4,0,1,0,0,10,2016
11, Browns,CLE,12,2,0,2,0,0,10,2016
12, Football Team,WAS,10,3,0,1,0,0,10,2016
13, Panthers,CAR,10,3,0,1,0,0,10,2016
14, Giants,NYG,10,3,0,1,0,0,10,2016
15, Bengals,CIN,10,1,0,2,0,0,10,2016
16, Cardinals,ARI,10,3,1,0,0,0,10,2016
17, Falcons,ATL,8,2,1,0,0,0,10,2016
18, Steelers,PIT,8,2,1,0,0,0,10,2016
19, Eagles,PHI,8,2,0,1,0,0,10,2016
20, Patriots,NE,6,3,0,0,0,0,10,2016
21, Chargers,LAC,6,1,1,0,0,0,10,2016
22, Rams,LAR,6,1,0,1,0,0,10,2016
23, Vikings,MIN,6,1,1,0,0,0,10,2016
24, Jets,NYJ,6,3,0,0,0,0,10,2016
25, Cowboys,DAL,2,1,0,0,0,0,10,2016
26, Jaguars,JAC,2,1,0,0,0,0,10,2016
27, Packers,GB,2,1,0,0,0,0,10,2016
0,Steelers,PIT,36,8,1,1,1,0,11,2016
1,Vikings,MIN,34,4,0,2,1,0,11,2016
2,Lions,DET,30,0,1,2,1,0,11,2016
3,Jaguars,JAC,14,3,2,0,0,0,11,2016
4,Panthers,CAR,14,3,1,1,0,0,11,2016
5,Football Team,WAS,12,2,1,1,0,0,11,2016
6,Rams,LAR,12,4,0,1,0,0,11,2016
7,Raiders,LVR,12,2,1,1,0,0,11,2016
8,Giants,NYG,12,4,0,1,0,0,11,2016
9, Seahawks,SEA,12,2,0,2,0,0,11,2016
10, Patriots,NE,10,5,0,0,0,0,11,2016
11, Colts,IND,10,5,0,0,0,0,11,2016
12, Bills,BUF,10,1,0,2,0,0,11,2016
13, Buccaneers,TB,8,0,1,1,0,0,11,2016
14, Bengals,CIN,8,2,0,1,0,0,11,2016
15, Cardinals,ARI,8,2,1,0,0,0,11,2016
16, Titans,TEN,8,2,0,1,0,0,11,2016
17, Dolphins,MIA,6,1,1,0,0,0,11,2016
18, Saints,NO,4,2,0,0,0,0,11,2016
19, Texans,HOU,4,0,0,1,0,0,11,2016
20, Packers,GB,4,2,0,0,0,0,11,2016
21, Chiefs,KC,4,0,1,0,0,0,11,2016
22, Cowboys,DAL,2,1,0,0,0,0,11,2016
23, Ravens,BAL,2,1,0,0,0,0,11,2016
24, Eagles,PHI,2,1,0,0,0,0,11,2016
25, 49ers,SF,2,1,0,0,0,0,11,2016
26, Bears,CHI,0,0,0,0,0,0,11,2016
27, Browns,CLE,0,0,0,0,0,0,11,2016
0,Giants,NYG,38,7,3,0,1,0,12,2016
1,Raiders,LVR,24,2,1,1,1,0,12,2016
2,Buccaneers,TB,24,6,1,2,0,0,12,2016
3,Chiefs,KC,24,5,1,0,0,1,12,2016
4,Chargers,LAC,18,1,1,3,0,0,12,2016
5,Saints,NO,14,3,1,1,0,0,12,2016
6,Steelers,PIT,14,3,0,2,0,0,12,2016
7,Ravens,BAL,14,3,2,0,0,0,12,2016
8,Dolphins,MIA,12,2,1,1,0,0,12,2016
9, Broncos,DEN,12,6,0,0,0,0,12,2016
10, Packers,GB,12,4,0,1,0,0,12,2016
11, Seahawks,SEA,12,0,1,1,0,1,12,2016
12, Bengals,CIN,12,2,0,1,0,1,12,2016
13, Patriots,NE,10,1,2,0,0,0,12,2016
14, Jaguars,JAC,10,5,0,0,0,0,12,2016
15, Panthers,CAR,10,1,1,1,0,0,12,2016
16, Cardinals,ARI,10,3,0,1,0,0,12,2016
17, Rams,LAR,8,2,1,0,0,0,12,2016
18, Falcons,ATL,8,2,0,1,0,0,12,2016
19, Titans,TEN,8,0,0,2,0,0,12,2016
20, Texans,HOU,6,1,0,1,0,0,12,2016
21, Browns,CLE,6,1,1,0,0,0,12,2016
22, Lions,DET,4,0,0,1,0,0,12,2016
23, Vikings,MIN,4,2,0,0,0,0,12,2016
24, Bills,BUF,4,2,0,0,0,0,12,2016
25, 49ers,SF,4,2,0,0,0,0,12,2016
26, Football Team,WAS,2,1,0,0,0,0,12,2016
27, Cowboys,DAL,0,0,0,0,0,0,12,2016
28, Colts,IND,0,0,0,0,0,0,12,2016
29, Jets,NYJ,0,0,0,0,0,0,12,2016
30, Bears,CHI,0,0,0,0,0,0,12,2016
31, Eagles,PHI,0,0,0,0,0,0,12,2016
0,Broncos,DEN,26,1,1,2,1,0,13,2016
1,Buccaneers,TB,24,2,0,2,1,0,13,2016
2,Chiefs,KC,20,2,0,1,1,0,13,2016
3,Patriots,NE,16,4,0,2,0,0,13,2016
4,Raiders,LVR,16,4,1,1,0,0,13,2016
5,Steelers,PIT,16,2,0,2,0,1,13,2016
6,Ravens,BAL,16,2,0,3,0,0,13,2016
7,Bears,CHI,16,6,0,0,0,1,13,2016
8,Lions,DET,14,1,0,3,0,0,13,2016
9, Vikings,MIN,14,3,2,0,0,0,13,2016
10, Colts,IND,14,1,0,3,0,0,13,2016
11, Bengals,CIN,14,1,0,3,0,0,13,2016
12, Giants,NYG,12,2,1,1,0,0,13,2016
13, Cardinals,ARI,12,2,1,1,0,0,13,2016
14, Cowboys,DAL,10,3,1,0,0,0,13,2016
15, Panthers,CAR,10,3,0,1,0,0,13,2016
16, Dolphins,MIA,8,0,1,1,0,0,13,2016
17, Packers,GB,8,2,1,0,0,0,13,2016
18, Seahawks,SEA,8,0,1,1,0,0,13,2016
19, Eagles,PHI,8,0,2,0,0,0,13,2016
20, Chargers,LAC,6,1,0,1,0,0,13,2016
21, Texans,HOU,6,1,1,0,0,0,13,2016
22, Falcons,ATL,6,1,1,0,0,0,13,2016
23, 49ers,SF,6,1,1,0,0,0,13,2016
24, Football Team,WAS,4,2,0,0,0,0,13,2016
25, Saints,NO,4,2,0,0,0,0,13,2016
26, Jaguars,JAC,4,2,0,0,0,0,13,2016
27, Jets,NYJ,2,1,0,0,0,0,13,2016
28, Rams,LAR,0,0,0,0,0,0,13,2016
29, Bills,BUF,0,0,0,0,0,0,13,2016
0,Falcons,ATL,50,3,3,2,2,0,14,2016
1,Panthers,CAR,34,5,2,3,0,1,14,2016
2,Packers,GB,30,3,1,5,0,0,14,2016
3,Bears,CHI,26,3,0,2,1,0,14,2016
4,Dolphins,MIA,20,2,2,2,0,0,14,2016
5,Eagles,PHI,20,2,0,1,1,0,14,2016
6,Giants,NYG,18,3,1,2,0,0,14,2016
7,Football Team,WAS,16,4,1,1,0,0,14,2016
8,Cowboys,DAL,16,2,2,1,0,0,14,2016
9, 49ers,SF,16,6,0,1,0,0,14,2016
10, Raiders,LVR,14,1,2,1,0,0,14,2016
11, Texans,HOU,14,1,1,2,0,0,14,2016
12, Steelers,PIT,14,5,0,1,0,0,14,2016
13, Buccaneers,TB,14,1,0,3,0,0,14,2016
14, Ravens,BAL,14,1,2,1,0,0,14,2016
15, Titans,TEN,14,3,2,0,0,0,14,2016
16, Patriots,NE,12,2,0,1,0,1,14,2016
17, Bills,BUF,12,0,0,3,0,0,14,2016
18, Cardinals,ARI,12,0,2,1,0,0,14,2016
19, Bengals,CIN,10,3,0,1,0,0,14,2016
20, Chargers,LAC,8,2,0,1,0,0,14,2016
21, Saints,NO,8,2,0,0,0,1,14,2016
22, Vikings,MIN,8,4,0,0,0,0,14,2016
23, Colts,IND,8,2,0,1,0,0,14,2016
24, Browns,CLE,8,4,0,0,0,0,14,2016
25, Chiefs,KC,8,1,0,0,0,0,14,2016
26, Broncos,DEN,4,2,0,0,0,0,14,2016
27, Rams,LAR,4,2,0,0,0,0,14,2016
28, Jaguars,JAC,4,0,1,0,0,0,14,2016
29, Jets,NYJ,4,2,0,0,0,0,14,2016
30, Lions,DET,2,1,0,0,0,0,14,2016
31, Seahawks,SEA,2,1,0,0,0,0,14,2016
0,Cowboys,DAL,24,4,1,3,0,0,15,2016
1,Dolphins,MIA,22,3,1,3,0,0,15,2016
2,Colts,IND,22,5,2,1,0,0,15,2016
3,Cardinals,ARI,22,3,1,0,1,0,15,2016
4,Patriots,NE,20,4,2,1,0,0,15,2016
5,Packers,GB,18,1,1,3,0,0,15,2016
6,Raiders,LVR,14,3,1,1,0,0,15,2016
7,Jaguars,JAC,14,0,0,2,0,0,15,2016
8,Panthers,CAR,14,1,2,1,0,0,15,2016
9, Eagles,PHI,14,3,1,1,0,0,15,2016
10, Chiefs,KC,14,1,2,1,0,0,15,2016
11, Chargers,LAC,12,2,1,1,0,0,15,2016
12, Texans,HOU,12,2,0,1,0,1,15,2016
13, Saints,NO,10,1,2,0,0,0,15,2016
14, Giants,NYG,10,1,1,1,0,0,15,2016
15, Buccaneers,TB,10,3,1,0,0,0,15,2016
16, Bills,BUF,10,5,0,0,0,0,15,2016
17, Rams,LAR,8,2,0,1,0,0,15,2016
18, Falcons,ATL,8,2,1,0,0,0,15,2016
19, Seahawks,SEA,8,4,0,0,0,0,15,2016
20, Bears,CHI,8,4,0,0,0,0,15,2016
21, Steelers,PIT,6,1,0,1,0,0,15,2016
22, Jets,NYJ,6,1,0,1,0,0,15,2016
23, Ravens,BAL,6,1,0,1,0,0,15,2016
24, Titans,TEN,6,1,0,1,0,0,15,2016
25, 49ers,SF,6,1,1,0,0,0,15,2016
26, Lions,DET,4,2,0,0,0,0,15,2016
27, Football Team,WAS,4,2,0,0,0,0,15,2016
28, Broncos,DEN,4,2,0,0,0,0,15,2016
29, Bengals,CIN,2,1,0,0,0,0,15,2016
30, Browns,CLE,2,1,0,0,0,0,15,2016
31, Vikings,MIN,0,0,0,0,0,0,15,2016
0,Eagles,PHI,24,0,0,3,1,0,16,2016
1,Football Team,WAS,22,1,0,5,0,0,16,2016
2,Jaguars,JAC,22,3,0,1,1,0,16,2016
3,Patriots,NE,20,2,1,3,0,0,16,2016
4,Chargers,LAC,18,9,0,0,0,0,16,2016
5,Cowboys,DAL,16,4,1,1,0,0,16,2016
6,Rams,LAR,16,4,1,1,0,0,16,2016
7,Packers,GB,16,4,2,0,0,0,16,2016
8,Cardinals,ARI,16,6,1,0,0,0,16,2016
9, 49ers,SF,16,4,0,2,0,0,16,2016
10, Saints,NO,12,2,0,2,0,0,16,2016
11, Raiders,LVR,12,0,1,2,0,0,16,2016
12, Falcons,ATL,12,2,0,2,0,0,16,2016
13, Chiefs,KC,12,0,2,1,0,0,16,2016
14, Texans,HOU,10,3,0,1,0,0,16,2016
15, Panthers,CAR,8,4,0,0,0,0,16,2016
16, Vikings,MIN,8,4,0,0,0,0,16,2016
17, Steelers,PIT,8,2,0,1,0,0,16,2016
18, Bengals,CIN,8,4,0,0,0,0,16,2016
19, Ravens,BAL,8,0,0,2,0,0,16,2016
20, Seahawks,SEA,6,1,1,0,0,0,16,2016
21, Titans,TEN,6,1,1,0,0,0,16,2016
22, Dolphins,MIA,4,2,0,0,0,0,16,2016
23, Broncos,DEN,4,0,0,1,0,0,16,2016
24, Giants,NYG,4,0,0,1,0,0,16,2016
25, Buccaneers,TB,4,2,0,0,0,0,16,2016
26, Bills,BUF,4,0,0,1,0,0,16,2016
27, Browns,CLE,4,0,0,1,0,0,16,2016
28, Lions,DET,2,1,0,0,0,0,16,2016
29, Colts,IND,2,1,0,0,0,0,16,2016
30, Jets,NYJ,2,1,0,0,0,0,16,2016
31, Bears,CHI,0,0,0,0,0,0,16,2016
0,Cardinals,ARI,38,7,1,2,1,0,17,2016
1,Vikings,MIN,36,2,3,2,1,0,17,2016
2,Giants,NYG,32,4,1,2,1,0,17,2016
3,Buccaneers,TB,30,3,0,3,1,0,17,2016
4,Steelers,PIT,24,4,3,1,0,0,17,2016
5,Titans,TEN,24,4,1,0,1,0,17,2016
6,Chargers,LAC,18,1,0,1,1,0,17,2016
7,Seahawks,SEA,18,5,2,0,0,0,17,2016
8,Jets,NYJ,18,3,2,1,0,0,17,2016
9, Broncos,DEN,16,2,2,1,0,0,17,2016
10, Jaguars,JAC,16,4,1,1,0,0,17,2016
11, Panthers,CAR,14,3,1,1,0,0,17,2016
12, Bengals,CIN,14,3,0,2,0,0,17,2016
13, Eagles,PHI,14,3,0,2,0,0,17,2016
14, Chiefs,KC,14,0,0,2,0,0,17,2016
15, Texans,HOU,12,4,0,1,0,0,17,2016
